,CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,POB_2018,P_TOTAL_1990,P_TOTAL_2000,P_TOTAL_2010,P_TOTAL_2020,CVEGEO,NOMGEO,mts_built_1975,mts_built_1980,mts_built_1985,mts_built_1990,mts_built_1995,mts_built_2000,mts_built_2005,mts_built_2010,mts_built_2015,mts_built_2020
552,16,Michoacán de Ocampo,107,Zacapu,161070001.0,Zacapu,P16.16,52919,63085.0,69700,73455,76829,16107,Zacapu,2456331,2586360,2761914,2978000,3181475,3492230,3870507,4423882,5090922,5823489
553,16,Michoacán de Ocampo,110,Zinapécuaro,161100001.0,Zinapécuaro de Figueroa,C16.09,17272,48951.0,48917,46666,49005,16110,Zinapécuaro,1606729,1842540,2209431,2716715,3010609,3489661,3877413,4444457,5289489,7131517
554,16,Michoacán de Ocampo,112,Zitácuaro,161120001.0,Heróica Zitácuaro,C16.10,90394,107475.0,138050,155534,157056,16112,Zitácuaro,1499312,1997688,2995691,4355387,4966207,5893617,6862591,8402050,10400577,12520364
555,17,Morelos,003,Axochiapan,170030001.0,Axochiapan,C17.01,18656,26283.0,30436,33695,39174,17003,Axochiapan,861807,942616,1058722,1197989,1657795,2480442,2707856,3027950,3412289,3792664
556,17,Morelos,012,Jojutla,170120001.0,Jojutla,C17.03,17321,47021.0,53351,55115,57682,17012,Jojutla,1215530,1261175,1327146,1413841,2007792,3121246,3504950,4043510,4757674,5666995
557,17,Morelos,017,Puente de Ixtla,170170001.0,Puente de Ixtla,P17.01,43835,43930.0,54149,61585,40018,17017,Puente de Ixtla,784586,844131,923586,1039004,1404190,2067587,2272865,2560172,2927879,3475722
558,17,Morelos,025,Tlaquiltenango,170250001.0,Tlaquiltenango,C17.03,19058,27322.0,30017,31534,33789,17025,Tlaquiltenango,627924,656533,701085,773999,1005479,1379625,1603216,1904779,2325005,3178331
559,17,Morelos,031,Zacatepec,170310001.0,Zacatepec de Hidalgo,C17.04,21493,30661.0,33331,35063,36094,17031,Zacatepec,839343,866950,900653,936135,1358720,2036834,2147050,2295511,2476810,2705534
560,18,Nayarit,001,Acaponeta,180010001.0,Acaponeta,C18.01,21379,36441.0,36512,36572,37232,18001,Acaponeta,2244952,2248044,2252662,2261532,2359695,2508741,2676167,2910826,3228129,3588035
561,18,Nayarit,004,Compostela,180040001.0,Compostela,P18.01,52573,60926.0,65943,70399,77436,18004,Compostela,4393141,4467714,4557343,4664975,5031087,5564307,5831505,6237079,6750591,7539358
562,18,Nayarit,006,Ixtlán del Río,180060001.0,Ixtlán del Río,P18.03,26582,24347.0,25382,27273,29299,18006,Ixtlán del Río,1367889,1501668,1667780,1853462,1933216,2040249,2129313,2254791,2392915,2563063
563,18,Nayarit,010,Rosamorada,180100035.0,San Vicente,C18.03,5251,35797.0,34683,34393,33567,18010,Rosamorada,2666881,2673618,2680740,2689221,2784874,2914265,3051168,3243005,3465708,3714194
564,18,Nayarit,011,Ruíz,180110001.0,Ruíz,P18.04,16039,21674.0,21722,23469,24096,18011,Ruíz,1210747,1219132,1229562,1243221,1279480,1333085,1447361,1599193,1785181,1983378
565,18,Nayarit,015,Santiago Ixcuintla,180150001.0,Santiago Ixcuintla,P18.05,20227,99106.0,94979,93074,93981,18015,Santiago Ixcuintla,6623911,6662208,6706323,6761012,6949477,7245938,7473377,7793398,8163005,8543919
566,18,Nayarit,016,Tecuala,180160001.0,Tecuala,P18.06,16809,45793.0,42237,39756,37135,18016,Tecuala,3754019,3758014,3762021,3767219,3837739,3934423,4041304,4183534,4323045,4406916
567,18,Nayarit,018,Tuxpan,180180001.0,Tuxpan,C18.03,24476,34268.0,31202,30030,30064,18018,Tuxpan,2035134,2041462,2047830,2056349,2088148,2131908,2155317,2188723,2231157,2255779
568,19,Nuevo León,004,Allende,190040001.0,Ciudad de Allende,P19.01,29028,22211.0,27773,32593,35289,19004,Allende,962477,1065648,1185615,1339752,1424111,1563842,1928152,2526770,3414639,5159917
569,19,Nuevo León,005,Anáhuac,190050001.0,Anáhuac,P19.02,17096,17316.0,18524,18480,18030,19005,Anáhuac,931701,966649,1011136,1069415,1160041,1312004,1429594,1648338,2096252,3874243
570,19,Nuevo León,033,Linares,190330001.0,Linares,P19.03,72342,61569.0,69205,78669,84666,19033,Linares,1314091,1541558,1841283,2194546,2376272,2707751,3379142,4534958,6247255,9250431
571,19,Nuevo León,038,Montemorelos,190380001.0,Montemorelos,P19.04,52058,49302.0,52741,59113,67428,19038,Montemorelos,1450483,1610307,1800614,2019741,2101781,2252195,2866119,3928183,5782889,10179647
572,19,Nuevo León,044,Sabinas Hidalgo,190440001.0,Ciudad Sabinas Hidalgo,P19.05,36104,27550.0,32329,34671,34709,19044,Sabinas Hidalgo,1337159,1388624,1445815,1511087,1717520,2061086,2402646,2895211,3718545,5790127
573,20,Oaxaca,006,Asunción Nochixtlán,200060001.0,Asunción Nochixtlán,P20.01,15464,10948.0,13745,17820,20464,20006,Asunción Nochixtlán,1319707,1344461,1371344,1398672,1569596,1817982,1903112,2021381,2147401,2218103
574,20,Oaxaca,014,Ciudad Ixtepec,200140001.0,Ciudad Ixtepec,C20.01,26851,21449.0,22675,26450,28082,20014,Ciudad Ixtepec,2530348,2535790,2541797,2547540,2608477,2688933,2762305,2881849,3028185,3141959
575,20,Oaxaca,039,Heroica Ciudad de Huajuapan de León,200390001.0,Heroica Ciudad de Huajuapan de León,P20.02,58519,39488.0,53219,69839,78313,20039,Heroica Ciudad de Huajuapan de León,3425256,3470011,3515841,3570905,4238731,5164330,5690068,6359683,7049759,7424534
576,20,Oaxaca,043,Heroica Ciudad de Juchitán de Zaragoza,200430001.0,Heroica Ciudad de Juchitán de Zaragoza,C20.02,78319,66414.0,78512,93038,113570,20043,Juchitán de Zaragoza,5914250,5948358,5985059,6023605,6197215,6444482,6684791,7021398,7395829,7619322
577,20,Oaxaca,044,Loma Bonita,200440001.0,Loma Bonita,P20.03,31704,41926.0,40877,41535,40934,20044,Loma Bonita,1878587,1956086,2044242,2144108,2376647,2695914,2886860,3146331,3504248,4172674
578,20,Oaxaca,057,Matías Romero Avendaño,200570001.0,Matías Romero Avendaño,C20.03,18332,38755.0,40709,38019,38183,20057,Matías Romero Avendaño,3053691,3093862,3147823,3214235,3327185,3495026,3712551,4014373,4558503,6160776
579,20,Oaxaca,059,Miahuatlán de Porfirio Díaz,200590001.0,Miahuatlán de Porfirio Díaz,P20.04,27269,27448.0,32555,41387,50375,20059,Miahuatlán de Porfirio Díaz,5271470,5271706,5272059,5272404,5353990,5482550,5592552,5760162,5963438,6124924
580,20,Oaxaca,068,Ocotlán de Morelos,200680001.0,Ocotlán de Morelos,C20.04,16193,15733.0,18183,21341,23751,20068,Ocotlán de Morelos,2407692,2407822,2407953,2408085,2484568,2586644,2626707,2678936,2736848,2764393
581,20,Oaxaca,103,San Antonino Castillo Velasco,201030001.0,San Antonino Castillo Velasco,C20.04,5970,4404.0,4809,5651,6064,20103,San Antonino Castillo Velasco,770372,770424,770477,770529,783778,805341,806223,807328,808496,808697
582,20,Oaxaca,150,San Francisco Telixtlahuaca,201500001.0,San Francisco Telixtlahuaca,C20.05,11539,7854.0,9694,11893,13856,20150,San Francisco Telixtlahuaca,774997,779554,784194,788800,798634,811946,826978,850162,882473,940024
583,20,Oaxaca,184,San Juan Bautista Tuxtepec,201840001.0,San Juan Bautista Tuxtepec,C20.06,114259,110136.0,133913,155766,159452,20184,San Juan Bautista Tuxtepec,5202959,5454229,5791067,6158360,7116036,8611986,9418907,10537433,11820682,13168502
584,20,Oaxaca,294,San Pablo Huitzo,202940001.0,San Pablo Huitzo,C20.05,5615,4916.0,5071,6307,7035,20294,San Pablo Huitzo,728244,729594,730945,732296,746321,766421,777521,791829,810984,831259
585,20,Oaxaca,318,San Pedro Mixtepec,203180009.0,Puerto Escondido,C20.07,31042,20733.0,32471,42860,49780,20318,San Pedro Mixtepec,3177056,3188101,3201379,3215752,3259256,3317831,3420870,3562633,3713651,3807871
586,20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,203970001.0,Heroica Ciudad de Tlaxiaco,C20.08,16567,22813.0,29026,38453,40123,20397,Heroica Ciudad de Tlaxiaco,1239234,1254709,1273860,1294828,1647006,2244097,2794684,3642218,4660086,5528284
587,20,Oaxaca,401,Santa María Colotepec,204010050.0,Brisas de Zicatela,C20.07,10510,12899.0,18120,22562,27046,20401,Santa María Colotepec,1458105,1472622,1491908,1515204,1543730,1588060,1660446,1759381,1872686,1953352
588,20,Oaxaca,413,Santa María Huatulco,204130078.0,Crucecita,C20.09,20413,12645.0,28327,38629,50862,20413,Santa María Huatulco,893506,919717,950369,984494,1043142,1128757,1255482,1446120,1684972,1935404
589,20,Oaxaca,427,Santa María Petapa,204270010.0,Rincón Viejo,C20.03,0,10743.0,13648,15387,16706,20427,Santa María Petapa,1076291,1078908,1081751,1084965,1145705,1218601,1296206,1399804,1584797,2123754
590,20,Oaxaca,482,Santiago Pinotepa Nacional,204820001.0,Santiago Pinotepa Nacional,P20.05,33223,37800.0,44193,50309,55840,20482,Santiago Pinotepa Nacional,3807139,3810673,3815026,3819156,3972311,4202715,4354895,4570432,4819265,5077470
591,21,Puebla,003,Acatlán,210030001.0,Acatlán de Osorio,P21.01,17921,28875.0,34765,33865,37955,21003,Acatlán,497559,655602,915553,1262580,1799025,2696216,3006646,3459534,4075015,4955778
592,21,Puebla,004,Acatzingo,210040001.0,Acatzingo de Hidalgo,C21.01,35044,31059.0,40439,52078,63743,21004,Acatzingo,3247151,3360691,3502668,3686769,4130330,4827900,4932777,5062818,5206974,5329702
593,21,Puebla,010,Ajalpan,210100001.0,Ciudad de Ajalpan,C21.02,31692,36884.0,48642,60621,74768,21010,Ajalpan,1270061,1363593,1481633,1607127,1719818,1875445,2331068,3159577,4294767,5755926
594,21,Puebla,013,Altepexi,210130001.0,Altepexi,C21.02,20437,12309.0,15811,18920,22629,21013,Altepexi,634515,681096,733815,788805,887378,1021727,1129842,1279908,1449170,1536944
595,21,Puebla,017,Atempan,210170001.0,Atempan,C21.03,7529,12696.0,18565,25386,29742,21017,Atempan,892671,903502,915726,931076,950177,975240,1207032,1548831,1938015,2161113
596,21,Puebla,019,Atlixco,210190001.0,Atlixco,C21.04,87469,104294.0,117111,127062,141793,21019,Atlixco,2919522,3356412,4016967,4949527,6359523,8814089,9724198,10969471,12393263,13401009
597,21,Puebla,038,Cuapiaxtla de Madero,210380001.0,Cuapiaxtla de Madero,C21.01,8447,4706.0,6583,8709,10542,21038,Cuapiaxtla de Madero,745342,768928,803898,848814,983929,1195821,1264649,1355922,1455412,1530105
598,21,Puebla,045,Chalchicomula de Sesma,210450001.0,Ciudad Serdán,P21.02,26276,34776.0,38711,43882,47410,21045,Chalchicomula de Sesma,688562,889046,1143216,1452336,1582198,1764959,2037618,2373716,2987278,4388234
599,21,Puebla,051,Chietla,210510001.0,Chietla,C21.05,16631,35540.0,36606,33935,37030,21051,Chietla,677842,750444,880499,1041172,1383859,1935624,2173759,2509518,2960281,3618952
600,21,Puebla,053,Chignahuapan,210530001.0,Ciudad de Chignahuapan,C21.06,26452,41896.0,49266,57909,66464,21053,Chignahuapan,1037337,1191282,1411654,1711412,2156757,2951905,3598538,4698059,6108615,8138994
601,21,Puebla,071,Huauchinango,210710001.0,Huauchinango,C21.07,77669,69864.0,83537,97753,103946,21071,Huauchinango,522380,728120,1077088,1516558,1717973,2023518,2472474,3278904,4245118,5189124
602,21,Puebla,085,Izúcar de Matamoros,210850001.0,Izúcar de Matamoros,P21.03,46510,62894.0,70739,72799,82809,21085,Izúcar de Matamoros,1454616,1680810,2034022,2529104,3457191,4912888,5273177,5745923,6349122,7233530
603,21,Puebla,091,Juan Galindo,210910001.0,Nuevo Necaxa,C21.08,8982,6709.0,9301,10213,9828,21091,Juan Galindo,68141,105031,156768,215602,246774,283257,330734,397882,477668,562347
604,21,Puebla,094,Libres,210940001.0,Ciudad de Libres,P21.04,16971,20634.0,25719,31532,37257,21094,Libres,288054,378289,528098,717232,1193880,2002851,2282103,2783209,3411570,3870455
605,21,Puebla,104,Nopalucan,211040001.0,Nopalucan de la Granja,C21.10,7782,13697.0,19033,27292,32772,21104,Nopalucan,693485,770972,867725,1011293,1219903,1518811,1676637,1875051,2145293,2544170
606,21,Puebla,110,Palmar de Bravo,211100011.0,Jesús Nazareno,C21.09,13222,26947.0,35812,42887,50226,21110,Palmar de Bravo,2147597,2399361,2788738,3317606,3901621,4845652,5075940,5364096,5716392,6209608
607,21,Puebla,115,Quecholac,211150009.0,Palmarito Tochapan,C21.09,21640,29096.0,38649,47281,57992,21115,Quecholac,3082610,3214612,3387640,3630751,4190159,5081085,5226121,5424242,5646286,5860737
608,21,Puebla,117,Rafael Lara Grajales,211170001.0,Ciudad de Rafael Lara Grajales,C21.10,10895,11443.0,14766,14052,15952,21117,Rafael Lara Grajales,475557,510915,553180,606387,676515,774133,788660,806658,832740,867671
609,21,Puebla,118,Los Reyes de Juárez,211180001.0,Los Reyes de Juárez,C21.01,22882,15802.0,20849,25553,30021,21118,Los Reyes de Juárez,2182560,2210620,2239271,2282935,2450056,2671171,2705724,2743735,2781823,2801228
610,21,Puebla,142,San Salvador el Seco,211420001.0,San Salvador el Seco,P21.05,18975,20526.0,23342,27622,30639,21142,San Salvador el Seco,260515,379566,595790,881767,1172504,1596917,1786782,2071482,2472961,3127241
611,21,Puebla,154,Tecamachalco,211540001.0,Tecamachalco,C21.11,44016,43369.0,59177,71571,80771,21154,Tecamachalco,4289327,4782023,5429337,6273308,7143434,8525765,8724347,8974116,9280969,9554984
612,21,Puebla,164,Tepeaca,211640001.0,Tepeaca,C21.12,34176,49089.0,62651,74708,84270,21164,Tepeaca,4608931,4841858,5143317,5507033,6102729,6982441,7233038,7594031,7979411,8325268
613,21,Puebla,173,Teteles de Avila Castillo,211730001.0,Teteles de Avila Castillo,C21.03,4978,3855.0,5556,5689,6653,21173,Teteles de Ávila Castillo,298237,300140,302456,306500,317060,336849,381340,450924,529436,571935
614,21,Puebla,175,Tianguismanalco,211750017.0,La Villa Tercera Sección,C21.04,0,8593.0,9640,9807,14432,21175,Tianguismanalco,90143,153628,254553,397339,507332,660975,758374,915336,1087762,1229039
615,21,Puebla,183,Tlaola,211830022.0,Xaltepuxtla,C21.08,4323,15309.0,18233,19826,20433,21183,Tlaola,30299,63400,142893,237587,291787,387070,455707,570053,717654,957297
616,21,Puebla,197,Xicotepec,211970001.0,Xicotepec de Juárez,C21.13,44363,57914.0,70164,75601,80591,21197,Xicotepec,192112,379546,695082,1173069,1387508,1734145,1972924,2354399,2882337,3693371
617,21,Puebla,199,Xiutetelco,211990001.0,San Juan Xiutetelco,C30.08,21999,23754.0,30426,37910,42943,21199,Xiutetelco,1121492,1121492,1121492,1121492,1201946,1315821,1563059,1958485,2422049,2762493
618,21,Puebla,204,Yaonáhuac,212040001.0,Yaonáhuac,C21.03,5024,5687.0,6649,7514,7926,21204,Yaonáhuac,268850,270867,273162,280104,287801,299494,352310,429173,527487,583925
619,21,Puebla,207,Zacapoaxtla,212070001.0,Zacapoaxtla,C21.14,18439,41855.0,49242,53295,57887,21207,Zacapoaxtla,1114075,1257931,1504333,1833831,1928416,2074339,2436090,2984751,3644250,4233091
620,21,Puebla,208,Zacatlán,212080001.0,Zacatlán,C21.15,45977,59057.0,69698,76296,87361,21208,Zacatlán,1313180,1401701,1547279,1772842,2240621,3014485,3571934,4558648,5825644,7117483
621,21,Puebla,214,Zinacatepec,212140001.0,San Sebastián Zinacatepec,P21.06,17284,11156.0,13641,15690,18359,21214,Zinacatepec,640450,690590,749712,816669,889460,1009213,1098312,1230146,1414949,1630944
622,22,Querétaro,016,San Juan del Río,220160001.0,San Juan del Río,C22.01,157552,126555.0,179668,241699,297804,22016,San Juan del Río,8285285,8813998,9603330,10607687,13288092,17617040,19089545,21179874,24142307,29525904
623,22,Querétaro,017,Tequisquiapan,220170001.0,Tequisquiapan,C22.02,32623,38785.0,49969,63413,72201,22017,Tequisquiapan,3626159,3776516,3971523,4184462,4755351,5588637,6030126,6648948,7626261,9738519
624,23,Quintana Roo,001,Cozumel,230010001.0,Cozumel,P23.01,94388,44903.0,60091,79535,88626,23001,Cozumel,3351867,3366610,3389071,3435151,3482253,3548224,3633430,3741369,3874801,3972101
625,23,Quintana Roo,002,Felipe Carrillo Puerto,230020001.0,Felipe Carrillo Puerto,P23.02,34148,47234.0,60365,75026,83990,23002,Felipe Carrillo Puerto,2350035,2609335,3048604,3662603,3978014,4403870,4658885,5032820,5486273,6115690
626,24,San Luis Potosí,005,Cárdenas,240050001.0,Cárdenas,P24.01,16722,19041.0,18824,18937,18317,24005,Cárdenas,1031180,1039724,1048808,1058982,1144359,1259883,1381293,1556148,1787253,2151919
627,24,San Luis Potosí,008,Cerritos,240080001.0,Cerritos,P24.02,16308,22690.0,20703,21394,22075,24008,Cerritos,1384396,1412023,1446195,1485440,1607075,1773798,2098842,2566771,3091335,3515309
628,24,San Luis Potosí,013,Ciudad Valles,240130001.0,Ciudad Valles,P24.03,135938,130939.0,146604,167713,179371,24013,Ciudad Valles,6342407,7143960,8179740,9345968,10003090,11037984,11834089,12989623,14349069,15621074
629,24,San Luis Potosí,016,Ébano,240160001.0,Ébano,P24.04,26646,38060.0,39687,41529,40899,24016,Ebano,2782907,2876537,2997755,3130929,3571953,4187634,4342533,4555691,4825458,5300766
630,24,San Luis Potosí,020,Matehuala,240200001.0,Matehuala,P24.05,85500,70597.0,78187,91522,102199,24020,Matehuala,5162795,5178916,5198199,5220171,5797916,6665823,7483145,8613369,10041025,12135363
631,24,San Luis Potosí,025,Salinas,240250001.0,Salinas de Hidalgo,P24.06,19047,21735.0,26405,30190,31107,24025,Salinas,1154969,1166500,1182649,1203603,1316394,1488891,1823036,2339882,3112798,4645468
632,24,San Luis Potosí,037,Tamazunchale,240370001.0,Tamazunchale,C24.01,30123,100211.0,89074,96820,95037,24037,Tamazunchale,1074039,1095597,1124875,1160016,1365241,1738137,2217756,3049993,4053456,5111255
633,24,San Luis Potosí,040,Tamuín,240400001.0,Tamuín,P24.07,18111,34148.0,35087,37956,36968,24040,Tamuín,2236188,2317407,2410653,2521067,2957123,3706893,3959651,4342840,4889619,6008360
634,25,Sinaloa,001,Ahome,250010001.0,Los Mochis,C25.01,299138,303558.0,359146,416299,459310,25001,Ahome,23469892,23808043,24201426,24634611,25165908,25933763,26905793,28164130,29546670,30598656
635,25,Sinaloa,008,Elota,250080001.0,La Cruz,P25.01,18929,30319.0,49471,42907,55339,25008,Elota,2772199,2890370,3049202,3242612,3409760,3684998,3966286,4367055,4832991,5358972
636,25,Sinaloa,009,Escuinapa,250090001.0,Escuinapa de Hidalgo,P25.02,32813,45928.0,50438,54131,59988,25009,Escuinapa,3842073,3855460,3870826,3889009,4046204,4271116,4441564,4678912,4932137,5133756
637,25,Sinaloa,011,Guasave,250110001.0,Guasave,C25.02,132667,258130.0,277402,285912,289370,25011,Guasave,17764880,17872944,17992511,18134864,18764466,19617909,20607806,22037548,23792922,25822143
638,25,Sinaloa,014,Rosario,250140001.0,El Rosario,P25.04,17216,47416.0,47934,49380,52345,25014,Rosario,3369535,3377060,3388013,3399246,3532422,3711106,4004163,4408337,4879277,5320363
639,25,Sinaloa,015,Salvador Alvarado,250150001.0,Guamúchil,C25.04,68831,66659.0,73303,79085,79492,25015,Salvador Alvarado,5050602,5151573,5272984,5410932,5705514,6094694,6408426,6844396,7368343,7971514
640,25,Sinaloa,018,Navolato,250180001.0,Navolato,C25.05,61553,131973.0,145622,135603,149122,25018,Navolato,10980069,11098170,11244415,11408790,11821978,12399931,13022027,13898876,14861350,15539579
641,26,Sonora,002,Agua Prieta,260020001.0,Agua Prieta,P26.01,89857,39120.0,61944,79138,91929,26002,Agua Prieta,3354872,3613483,3905380,4245964,5126600,6431408,7118861,8059451,9118384,9881403
642,26,Sonora,017,Caborca,260170001.0,Heroica Caborca,P26.02,67548,59160.0,69516,81309,89122,26017,Caborca,6228140,6321540,6423298,6533516,6881296,7387915,8076982,9116126,10364143,11821392
643,26,Sonora,018,Cajeme,260180001.0,Ciudad Obregón,C26.01,413688,311443.0,356290,409310,436484,26018,Cajeme,20084513,20244041,20436959,20646168,22869560,26177061,27448137,29339411,31661333,33973388
644,26,Sonora,019,Cananea,260190001.0,Heroica Ciudad de Cananea,P26.04,33411,26931.0,32061,32936,39451,26019,Cananea,360856,396162,452103,522485,636196,858328,1155883,1586791,2242947,3647355
645,26,Sonora,033,Huatabampo,260330001.0,Huatabampo,P26.05,31594,70027.0,76296,79313,77682,26033,Huatabampo,5158817,5192346,5244376,5307361,5684000,6269750,6728934,7370248,8088372,8589815
646,26,Sonora,036,Magdalena,260360001.0,Magdalena de Kino,P26.06,30360,20071.0,24447,29707,33049,26036,Magdalena,2076206,2109193,2145443,2189265,2310924,2494487,2669130,2926284,3289827,4045684
647,26,Sonora,042,Navojoa,260420001.0,Navojoa,P26.07,130446,122061.0,140650,157729,164387,26042,Navojoa,9074359,9146258,9228481,9318128,10573083,12510218,13372453,14575710,15969248,17003726
648,26,Sonora,048,Puerto Peñasco,260480001.0,Puerto Peñasco,P26.08,70206,26625.0,31157,57342,62689,26048,Puerto Peñasco,4214855,4245300,4280105,4315242,4381630,4463388,4555482,4663322,4798233,4996381
649,26,Sonora,055,San Luis Río Colorado,260550001.0,San Luis Río Colorado,P26.09,182121,110530.0,145006,178380,199021,26055,San Luis Río Colorado,7728446,8111687,8506212,8926823,9911340,11334723,12140016,13424359,15001505,16393570
650,26,Sonora,070,General Plutarco Elías Calles,260700001.0,Sonoyta,P26.10,15632,9728.0,11278,15652,13627,26070,General Plutarco Elías Calles,1136245,1142847,1151163,1159869,1391003,1682296,1943840,2283072,2684842,3354563
651,27,Tabasco,002,Cárdenas,270020001.0,Cárdenas,C27.01,113033,172635.0,217261,248481,243229,27002,Cárdenas,12316685,12471782,12662214,12867691,13903388,15577149,16647894,18195410,19997259,21591699
652,27,Tabasco,003,Centla,270030001.0,Frontera,C27.02,21679,70053.0,88218,102110,107731,27003,Centla,4452786,4620516,4844164,5103043,5391153,5900552,6359692,7052205,7903682,8786293
653,27,Tabasco,005,Comalcalco,270050001.0,Comalcalco,C27.03,46236,141285.0,164637,192802,214877,27005,Comalcalco,12484412,12553670,12628546,12704003,13241571,14038030,14520113,15167305,15960421,17100435
654,27,Tabasco,006,Cunduacán,270060001.0,Cunduacán,C27.04,22056,85704.0,104360,126416,137257,27006,Cunduacán,7000148,7111981,7278084,7487211,7915532,8571124,9337683,10404641,11751586,13300603
655,27,Tabasco,007,Emiliano Zapata,270070001.0,Emiliano Zapata,P27.01,22944,22245.0,26951,29518,32181,27007,Emiliano Zapata,947853,1022948,1104400,1216347,1386371,1651291,1772445,1954230,2212671,2692932
656,27,Tabasco,008,Huimanguillo,270080001.0,Huimanguillo,P27.02,31780,135641.0,158573,179285,190885,27008,Huimanguillo,5858518,5958942,6100955,6269067,7208759,8832511,10161340,12345491,15694224,22034272
657,27,Tabasco,010,Jalpa de Méndez,270100001.0,Jalpa de Méndez,C27.05,15339,57250.0,68746,83356,91185,27010,Jalpa de Méndez,4841863,4860663,4881325,4907027,5196106,5633787,5911292,6290536,6813354,7768270
658,27,Tabasco,012,Macuspana,270120001.0,Macuspana,C27.06,56153,105063.0,133985,153132,158601,27012,Macuspana,3434163,3607720,3836813,4105973,4642227,5560486,6503724,8022234,10181677,14445161
659,27,Tabasco,014,Paraíso,270140001.0,Paraíso,C27.08,33897,58403.0,70764,86620,96741,27014,Paraíso,5022963,5383887,5908213,6571293,7096432,7863447,8167996,8558031,9045193,9565464
660,27,Tabasco,016,Teapa,270160001.0,Teapa,P27.03,25193,35519.0,45834,53555,58718,27016,Teapa,875192,950623,1068726,1207123,1421549,1820467,2070624,2458256,3048142,4218599
661,27,Tabasco,017,Tenosique,270170001.0,Tenosique de Pino Suárez,P27.04,32250,47642.0,55712,58960,62310,27017,Tenosique,1110395,1268560,1496165,1752021,2020084,2449536,2748452,3182988,3983364,6311070
662,28,Tamaulipas,021,El Mante,280210001.0,Ciudad Mante,P28.01,91496,116174.0,112602,115792,106144,28021,El Mante,8048723,8275675,8535466,8827487,9303930,9944309,10485348,11241009,12092391,13102900
663,28,Tamaulipas,025,Miguel Alemán,280250001.0,Ciudad Miguel Alemán,P28.02,24461,21322.0,25704,27015,26237,28025,Miguel Alemán,1156379,1268134,1426172,1614097,1775882,2043070,2293351,2688152,3217172,4181933
664,28,Tamaulipas,035,San Fernando,280350001.0,San Fernando,P28.03,31037,54482.0,57412,57220,51405,28035,San Fernando,1595050,1691956,1831881,2000137,2302807,2807360,3841789,5495913,7465807,9449623
665,28,Tamaulipas,040,Valle Hermoso,280400001.0,Valle Hermoso,C28.01,56555,51306.0,58573,63170,60055,28040,Valle Hermoso,2601165,2841548,3148520,3526847,4182789,5298461,5617731,6095796,6743769,7729938
666,29,Tlaxcala,006,Calpulalpan,290060001.0,Heroica Ciudad de Calpulalpan,P29.01,38302,29150.0,37169,44807,51172,29006,Calpulalpan,1065111,1189075,1334495,1523297,1733255,2038610,2183838,2407174,2771983,3631175
667,29,Tlaxcala,007,El Carmen Tequexquitla,290070001.0,Villa de El Carmen Tequexquitla,P29.02,16218,9749.0,12412,15368,17332,29007,El Carmen Tequexquitla,923106,990746,1087265,1202877,1299546,1451423,1511339,1589874,1666750,1687699
668,29,Tlaxcala,013,Huamantla,290130001.0,Huamantla,C29.01,66421,51989.0,66561,84979,98764,29013,Huamantla,1468786,1766655,2191130,2767903,3290122,4233947,4570191,5052277,5696217,6767842
669,29,Tlaxcala,034,Tlaxco,290340001.0,Tlaxco,P29.03,17350,27089.0,33893,39939,45438,29034,Tlaxco,1230998,1373638,1567903,1832923,2109454,2504586,2892346,3496836,4336140,5617713
670,30,Veracruz de Ignacio de la Llave,010,Altotonga,300100001.0,Altotonga,P30.01,21695,46670.0,53241,60396,64234,30010,Altotonga,1473621,1475350,1478270,1483634,1588826,1778428,2215263,2968977,3926198,4911486
671,30,Veracruz de Ignacio de la Llave,013,Naranjos Amatlán,300130001.0,Naranjos,C30.01,20677,26995.0,26377,27548,26843,30013,Naranjos Amatlán,1405785,1450459,1505590,1562302,1689913,1866430,1954143,2087313,2221085,2325282
672,30,Veracruz de Ignacio de la Llave,016,La Antigua,300160001.0,José Cardel,C30.02,19082,21555.0,23389,25500,28682,30016,La Antigua,388163,591663,928497,1347637,1537129,1810927,1900661,2026500,2196687,2343839
673,30,Veracruz de Ignacio de la Llave,021,Atoyac,300210017.0,General Miguel Alemán (Potrero Nuevo),P30.02,15360,22173.0,22619,22986,23461,30021,Atoyac,42594,143599,382279,753072,828306,926065,1032105,1207767,1413910,1727290
674,30,Veracruz de Ignacio de la Llave,023,Atzalan,300230250.0,Colonias Pedernales,C30.09,3256,45848.0,48179,48397,49180,30023,Atzalan,610383,625199,640860,659648,813104,1104661,1356857,1799832,2506856,3934693
675,30,Veracruz de Ignacio de la Llave,032,Catemaco,300320001.0,Catemaco,P30.03,30456,40585.0,45383,48593,49451,30032,Catemaco,1785965,1842153,1905221,1980249,2071511,2208161,2420646,2725509,3081467,3351200
676,30,Veracruz de Ignacio de la Llave,034,Cerro Azul,300340001.0,Cerro Azul,C30.03,23015,28138.0,24729,25801,25011,30034,Cerro Azul,1470737,1512465,1570039,1633008,1725915,1866801,1949210,2051841,2176927,2281618
677,30,Veracruz de Ignacio de la Llave,045,Cosamaloapan de Carpio,300450001.0,Cosamaloapan,C30.04,32213,76755.0,54185,57366,54737,30045,Cosamaloapan de Carpio,3028723,3056446,3087515,3124559,3385995,3755065,4008745,4384249,4833854,5457492
